source_e164,target_e164,our_context,platform_context,window,date,manual_label
+16367343946,+18665006260,spoofed_cid,mentioned,GE When scammers impersonated Bank of America using 866-500-6260 I confirmed that they were not really BOA when I asked the caller what my current available balance was.  He claimed he,2024-04-29,
+16418210995,+15156645572,sms,mentioned,"LOS She is still at it, but her number is different. (515)664-5572.  Ive been getting restricted phone calls for about a month now and I don't answer them. So, she texted me and asked if",2015-02-19,
+16473832355,+13473832355,mentioned,spoofed_cid,"isa desch caller id from this number, 1-347-383-2355 I don't know who it is. and I don't want any calls from them anymore. thanks",2013-10-30,
+16477930429,+13069923137,mentioned,sms,Anita Same conversation via text BUT this one is using phone#(306)992-3137 and I sure appreciate the heads up,2024-11-03,
+16477936685,+12503645125,mentioned,spoofed_cid,-793-6685 to speak with Visa security officer. Rang on both my lines at the same time. Caller ID shows  Interior Health 250-364-5125 and unknown number 250-362-9042,2020-07-27,
+16502428316,+12512406660,spoofed_cid,mentioned,Jake S. This is a Legal Threat Robocall from a spoofed telephone number.  I was instructed to call 251-240-6660.,2025-05-13,
+16622553743,+16222553743,callback,spoofed_cid,"Andy | 1 reply guys the number 622 255 3743 is not the actual number, its NO CALLER ID spelled numerically. The call could be from anyone",2025-01-27,
+16783708610,+16787716722,spoofed_cid,mentioned,ER Fake Caller ID:  Marietta GA (Faked) Real Caller ID:  “UNKNOWN CALLER” FOREIGN REROUTED FRAUD CALLER SAME SCAMMER AS 678-771-6722 & 678-498-6840 Robocalling Fraudster PHISHING ATTEMPT Beware!!!,2025-12-12,
+16784059286,+17705456012,spoofed_cid,mentioned,"ointment to clean my air vents and offered some other air conditioning services at an amazing $34.95. When I called the 770-545-6012 number back, no one answered. I tried the 678-459-2127 number that ",2015-07-20,
+16825032069,+19725628055,callback,sms,lling to schedule the seasonal heating and air conditioning tune- up available on your account. Text back or call us at 972-562-8055 if you'd like to grab a spot. Slots fill quickly!,2025-12-09,
+16892474130,+19377562669,spoofed_cid,mentioned,"mains. This appears to be part of a coordinated impersonation and employment scam network. Related contacts observed: • +1-937-756-2669 (security association branding, Bandwidth VoIP) • admin@associat",2025-12-25,
+17013191512,+18777498921,mentioned,sms,"th the message: My name, this message is from the mediation department. It is imperative that you contact our office at 877-749-8921. My son and husband also received the same text with my name. Calle",2024-02-06,
+17032321125,+17032978353,callback,spoofed_cid,e needed to speak with the owner. I asked what it was in reference to but he kept avoiding the question. He called from 703-297-8353 it was BARR C on the caller ID. He then requested a call back at 70,2020-07-08,
+17032783676,+17032783637,spoofed_cid,mentioned,"Roberta There is also the possibility that (703)278-3637 and (703)278-3676 are related to (276)859-8278, which appears to have the same spoofed, no caller id, etc. characterist",2025-06-13,
+17035400031,+12106248625,mentioned,sms," happened , because it was fraud , then they came back with a different phone number same text different number to call 210 624 8625, these people need a job I am too smart for their dumb games they n",2025-04-08,
+17035400031,+18443911092,sms,mentioned,ldwell I also received this text message. I blocked it and text messages continue to flow in with different numbers.    844-391-1092   210-614-8625     469-640-0321   469-5212-9206    650-250-4899,2025-05-31,
+17035400031,+14696400321,sms,mentioned, message. I blocked it and text messages continue to flow in with different numbers.    844-391-1092   210-614-8625     469-640-0321   469-5212-9206    650-250-4899,2025-05-31,
+17035400031,+12106148625,sms,mentioned,eceived this text message. I blocked it and text messages continue to flow in with different numbers.    844-391-1092   210-614-8625     469-640-0321   469-5212-9206    650-250-4899,2025-05-31,
+17035528550,+17035528545,spoofed_cid,mentioned,"Renda Apparently a spoofed number, no caller id, plus no message left. Maybe associated with (703)552-8545. Filed no charge complaints online with our State Attorney General, fcc.gov and ftc.gov. Bloc",2025-06-07,
+17035768633,+17035768713,spoofed_cid,mentioned,"gy bandits appear to be using over a dozen spoofed numbers, most if not all from the Occoquan, VA area. My comments for (703)576-8713 apply to this number as well, including filing complaints online a",2025-03-30,
+17037221317,+13043976579,callback,spoofed_cid," up for a donation. They also did not list a way to opt out of the phone calls. The phone number on the caller id lists 304-397-6579, and the number they ask to be called back at is 703-722-1317. Repo",2018-05-20,
+17037221317,+13043976572,mentioned,spoofed_cid,"dj Got the same robocall as everyone else, with same caller ID 304 397-6572. The Trinity can confuse anybody, but no Christian tradition today uses the language of ""God ... died on the cross."" I ",2016-08-13,
+17037221317,+13043976582,callback,spoofed_cid,"ical Unsolicited religious robocall left message requesting a call back to 703-722-1817 (Virginia) but caller ID showed 304-397-6582 (West Virginia). From the reports described before mine, it appears",2018-11-15,
+17042439414,+17042538965,mentioned,sms,"ething I myself requested.  Other numbers that have been used by Passport Parking for text communications to me include 704-253-8965 and 704-270-2217.  In my experience, none of these numbers have bee",2020-06-18,
+17048850239,+17036371447,spoofed_cid,mentioned,ps://absoluterankers.io/ they use  spoof numbers to call and harrase business owners they are a call center in Pakistan 703-637-1447 (703) 740-4525 they use different domain names its a ll a big scam ,2025-02-17,
+17048850239,+17037404525,spoofed_cid,mentioned,rankers.io/ they use  spoof numbers to call and harrase business owners they are a call center in Pakistan 703-637-1447 (703) 740-4525 they use different domain names its a ll a big scam and they keep,2025-02-17,
+17162157082,+17162813987,sms,mentioned,Robert Tevay III Got a text from a family member to contact Joanne Smith at 7162813987.  Called it several times but no answer,2021-04-08,
+17162176221,+18335051617,mentioned,sms,nagement: You have opted out and will no longer receive messages from this service.  Reply RESUME to subscribe. Contact 8335051617 I searched Premier Asset Management and got is a limited liability co,2024-07-19,
+17163513820,+19403401792,callback,spoofed_cid,"Jim Just got that ARS call today with a spoof #. Showed the call came from Nocona, TX. (940 340-1792. But the automated voicemail said to call (716) 351-3820 as mentioned in this feed. I know all my b",2024-09-16,
+17172180404,+12104417894,callback,sms,"h you today or your account can be frozen for payment. Unfortunately, we do not respond via text but you can call us at 210-441-7894. Call to remove number.”",2023-11-10,
+17172593103,+18603398998,mentioned,spoofed_cid,Scam Report | 1 reply caller ID a shows ; +1 (860) 339-8998 Voicemail- This message is intended for …….This is Rebecca Allen calling with client services in regards to an urgent f,2025-11-26,
+17177806000,+16108321679,spoofed_cid,mentioned,"o if you need help getting voter ID or help with any state related issue please call my office at (610) 832-1679 That's (610) 832-1679. Take care"" Caller ID displayed on my phone: ""PA COMNWLTH OF""",2012-08-27,
+17189644323,+17189645325,mentioned,spoofed_cid,"Sunny I just got a call too, same experience. Got a call yesterday morning around the same time from 718-964-5325, same Caller ID name.  Someone is playing games so early in the morning is pissing me ",2025-06-17,
+17193498176,+18336239378,sms,mentioned,Ppl against spam Received sms stating statement mailed to a family member call 833-623-9378 for assistance refer acct#379959.,2024-08-14,
+17196264900,+18558412870,sms,mentioned,Gladys Text saying account overdue. We need a response today or we must take further action. Call 855-841-2870.,2025-01-10,
+17206778075,+17206178044,mentioned,spoofed_cid,Getawayfrommeweirdos Also called from 720-617-8044 with the same caller id of name unavailabl,2020-06-11,
+17206867627,+19832123207,spoofed_cid,mentioned,"iming to be ""Jesse from MMG"", has called non-stop, using several fake numbers, including 720 686-7621, 719 223-0584 and 983 212-3207. The party will identify you by your name and wants to talk to you ",2025-07-29,
+17206867627,+17192230584,spoofed_cid,mentioned,"ays, a caller claiming to be ""Jesse from MMG"", has called non-stop, using several fake numbers, including 720 686-7621, 719 223-0584 and 983 212-3207. The party will identify you by your name and want",2025-07-29,
+17206867627,+17206867621,spoofed_cid,mentioned,"past several days, a caller claiming to be ""Jesse from MMG"", has called non-stop, using several fake numbers, including 720 686-7621, 719 223-0584 and 983 212-3207. The party will identify you by your",2025-07-29,
+17207920867,+18335883244,sms,mentioned,"n Received a text: ""FinUp: Hey, it's Natalie. You're 43,500 offer with just 482/mo is about to expire. For details call 833-588-3244. Reply Stop to Quit.""",2025-07-30,
+17274569730,+16104702583,callback,spoofed_cid,nd stated anyone who answered could help me.  He also stated I could call the number on my caller ID.  The latter # was 610-470-2583.  This appears to be a scam call.  I did not call back.,2024-01-03,
+17274569730,+13362961240,callback,spoofed_cid,all back # I have not filled out any health inquiries & will not return calls. However the # showing on my caller ID is 336-296-1240.,2023-05-09,
+17274569730,+15593301202,mentioned,spoofed_cid,"Shelli Castanos, MS I've received 3 telephone calls from the reported telephone number. The caller ID is 559-330-1202",2025-09-02,
+17276061510,+18334775832,callback,sms,Sher Go a text message told me to  call  833 477 5832  case the was a case in her office.  Leavea a case # But they never say what name of the office is   just ask for Jilli,2025-02-07,
+17276061510,+18339167334,sms,mentioned,Liz I got a text message just like all the others but from Sarah Stein case # POG2212318 asking to call her at 833-916-7334 then has the reply STOP to opt out. I don’t need this today….talk about migr,2025-01-08,
+17276061556,+18555599673,sms,mentioned, the same text from Angela Glazer from the same number regarding pending case #POG1915665. You can reach me directly at 855-559-9673 and ask to speak to Angie.,2024-08-08,
+17276061556,+18559352848,sms,mentioned,to avoid sending any embarrassing or confidential information via text message. Please contact me as soon as you can at (855) 935-2848. Reply Stop to opt out.,2024-06-03,
+17276061556,+18332885086,mentioned,sms,'s in regards to a case start with POG.bthe text was received from 727-606-5780. I didn't bother texting or calling the 833-288-5086 number.,2024-10-02,
+17276061644,+18336238899,callback,sms,Melanie | 4 replies Receive text asking to return call to 833-623-8899 by Angela Glazer,2024-08-16,
+17276061644,+18334999529,mentioned,sms,Anonymous Text received. Listed 833 499 9529 as the number to call. Referenced pending case number POG2156344.,2024-12-19,
+17276065780,+18332885224,sms,mentioned,Annie Text saying there’s a pending case number.. asking me to call their “office” at 833 288 5224.  Claudia Weiss.  Total scam.  I’ve been getting a million scam calls and text since the election for,2024-11-12,
+17324053826,+17324053828,mentioned,spoofed_cid,"Jerm | 1 reply 732-405-3828 with Semper Libertas caller ID, called numerous times tonight. Does not leave messages. Beware of scam!",2025-10-22,
+17326591065,+14042366286,mentioned,spoofed_cid,404-236-6286 Caller ID list this number as Spam Risk with nine other individual reporting this as a spam call on AT&T armor app,2025-12-19,
+17346030333,+12026318538,mentioned,sms,"tween $80 and $450 per hour. If you are interested, please contact the person in charge via RCS by texting this number: 12026318538",2024-07-28,
+17472799867,+15109546950,mentioned,spoofed_cid,Bob | 3 replies Received a call displaying 510-954-6950 on caller id but caller left no message.  When I called the number back I received a recording that caller from number ,2024-01-22,
+17602548850,+18666821325,sms,mentioned,ra Received a text message from this number with case 2025-xxxxx is no subject to immediate review for compliance. Call 866-682-1325,2025-12-18,
+17602548988,+18663167960,mentioned,sms,Ned Left text with case number and a 866-316-7960,2025-12-26,
+17604069013,+18339458052,sms,mentioned, received a text as follow:  Megan Case :2025-281892  Notice of complaint sent 6911 WAITE DR no response received. Call 833-945-8052 is this leget??,2025-11-10,
+17604378100,+13862429189,sms,mentioned,Ingdee Received a very threatening text saying To avoid non compliance and escalation please call 760-437-8100 from 386 242 9189.,2025-10-07,
+17604445750,+13187403804,callback,spoofed_cid,"that showed on the call was different than the callback number in the message. on the caller id it showed ""ferriday, LA (318) 740-3804"". i too was scared by the idea that i had medical debt bc i pay e",2025-09-09,
+17632743899,+17632643899,mentioned,spoofed_cid," from a ""credit card"" that I opened in 1989......apparently when I was 13!!! When you get a call and the caller ID says 763-264-3899, it is United Healthcare and that number is our main switchboard in",2011-09-15,
+17652041487,+19513813107,mentioned,spoofed_cid,"fe Coalition and related names has hundreds of complaints to FTC.  Also using 513-466-1376, 760-249-0276, 831-201-1416, 951-381-3107 and Caller ID = LifeActionCoal  or ProlifeCoal TN or PLC NPAC  Too ",2018-03-15,
+17652041487,+18312011416,mentioned,spoofed_cid,"h that  Pro-Life Coalition and related names has hundreds of complaints to FTC.  Also using 513-466-1376, 760-249-0276, 831-201-1416, 951-381-3107 and Caller ID = LifeActionCoal  or ProlifeCoal TN or ",2018-03-15,
+17652041487,+17602490276,mentioned,spoofed_cid,"internet search that  Pro-Life Coalition and related names has hundreds of complaints to FTC.  Also using 513-466-1376, 760-249-0276, 831-201-1416, 951-381-3107 and Caller ID = LifeActionCoal  or Prol",2018-03-15,
+17726177846,+17726177109,mentioned,spoofed_cid,1-772-617-7109 was on caller id as vero beach fl at 620 pm,2019-04-04,
+17726177846,+14704010218,mentioned,spoofed_cid,"disclosed No message, caller id VERO BEACH FL on Verizon, 11:53 am EST. Could be related to medical roboscam calls from 470-401-0218 on Dec 18 and Jan 18, different caller id, no messages.",2019-02-12,
+17727826456,+14242106711,mentioned,sms,"t for more info.   I texted her back through a burner phone...hope ""she"" responds... But the text to contact her was to 424-210-6711.",2026-02-06,
+17733628794,+16282920117,mentioned,spoofed_cid,TiredinKCofscammers Caller ID showed: 628-292-0117. Actual call from: 234-376-9120. Bogus “back taxes” scammer is Courtney Garcia and says to call: 773-362-8794.,2024-10-30,
+17733628794,+12343769120,mentioned,spoofed_cid,TiredinKCofscammers Caller ID showed: 628-292-0117. Actual call from: 234-376-9120. Bogus “back taxes” scammer is Courtney Garcia and says to call: 773-362-8794.,2024-10-30,
+17759091503,+18775804884,sms,mentioned, about trying to reach me and claim they sent a text. They have not heard back from me and won't. They leave the same # 877-580-4884,2025-07-30,
+17789877973,+14032746818,mentioned,spoofed_cid,"YYC Caller id,  '14032746818',  so of course not picked-up ! IT only left a chirp' noise, previous to quick hang up !!",2025-07-13,
+17813885000,+15088606000,mentioned,spoofed_cid,"leave no message. The phone number corresponds to the National Grid number in Malden, MA. Later, I received a call from (508) 860-6000 with caller ID of ""NATIONAL GRID"".  The latter number is a Nation",2018-05-09,
+17814712073,+17814712074,spoofed_cid,mentioned,KAY 781-471-2073 AND 781-471-2074 and numbers close to this keep calling pretending they are a  Bank and need me to call to complete auto loan paperwork ,2023-10-13,
+18002109011,+16146537930,mentioned,spoofed_cid,"CONNIE S NEAL The phone number come up with 614 653-7930 it said on caller ID shipping at MWE, her name is Cindy gave me her phone number 800 210-9011 ext 587, she needed to sp",2017-08-11,
+18002109011,+12673503385,mentioned,spoofed_cid,"EVER, under any circumstances transfer these ridiculous scam calls. Nice try though. Caller ID: 800-210-9011 Caller ID: 267-350-3385",2015-11-24,
+18002109011,+12165317595,spoofed_cid,mentioned,"n trying to reach him for several days now. Left a call-back number of 800-210-9011 ext 1527, local number showed up as 216-531-7595. Also attempted to get info on other business locations, which any ",2018-04-04,
+18002109011,+19142001940,mentioned,spoofed_cid," ""We are with AP&G and you should call us back ASAP at 800-210-9011 press 1 then extension 1687"" but the caller ID says 914-200-1940? I Google the # and found this website.",2022-11-27,
+18002258300,+18778253242,callback,sms,"sages. •For help send HELP to 89283. •Send STOP to 89283 to end future fraud alert messages. •For support contact us at 1-877-825-3242. This 89283 was the number that texted me, so maybe it is legit, ",2018-12-18,
+18002662278,+18003889230,spoofed_cid,mentioned,Alex Got a scam call pretending to be Comcast appointment from 800-388-9230,2016-01-21,
+18002662278,+18772662278,spoofed_cid,mentioned,"Ellen Caller ID showed up as ""St. Catherine's""  and the number 1-877-266-2278.  They identified me by name, and when I asked who was calling the caller identified himself as Comcast calling to noti",2011-09-17,
+18002709938,+16474904252,spoofed_cid,mentioned,"es soon"" and I had to call at the number for this thread. Never received any letter. The number on the call display was 647-490-4252.",2020-01-16,
+18002709938,+14372922437,mentioned,callback,Anonymous The number 1-437-292-2437 called me and left a message to call this 800 number with an extension number 1450. Ms. Johnson or whatever. If it's fo,2022-05-12,
+18002752273,+15018215130,mentioned,spoofed_cid,"in. If you wish to contact us later, please call our toll-free number: 518-312-4937. In between, I also got a call from 501-821-5130. It showed ""APPLE INC"" on my caller id. I did not pick up as I cons",2019-07-27,
+18002799032,+14802240818,spoofed_cid,mentioned,N/A This is not Toyota.  This number and the number they actually called from ‭(480) 224-0818‬ is not Toyota. They are pretending to be Toyota.  These numbers are not even listed on the Toyota financi,2019-05-17,
+18003108339,+12812588165,callback,sms,rdkuhn Got a text to call this number. Said I applied for Chubb Accident & Sickness. Text phone number is (281) 258-8165. Never signed up. It's a scam,2020-12-16,
+18003288123,+17863230027,spoofed_cid,mentioned,"m, when they weren’t yelling: CCI 1400 NE Miami Garden Drive Suite# 216 North Miami Beach, FL 33179 They also use phone#786-3230027 They impersonate themselves as lawyers calling from lawyers’ firm. W",2009-03-16,
+18003288123,+17863230001,callback,spoofed_cid,annoyed Same voice mail as above. Their caller ID is 786-323-0001. They want me to call 800-328-8123. I don't have any debts. I've received at least six calls over the past couple weeks,2009-07-08,
+18003555000,+18005555000,spoofed_cid,mentioned,rd. The Price Chopper worker I talked to gave me the wrong phone number to call.   Unfortunately it was the scam number 800-555-5000.  Once the person that answered the phone knew what I was calling a,2025-12-02,
+18003766843,+18009218101,callback,sms,"your Frontier Account has been processed.  If you did not make this change, contact us at 1-800-376-6843.' I called the 1-800-921-8101 Frontier number instead and asked if the text number was legitima",2022-12-12,
+18003791050,+17632743899,spoofed_cid,mentioned," not an in-network provider for UHS, so I did not return this call. Also, the number that showed up on my voice mail is 763-274-3899. I believe this is a scam.",2022-03-07,
+18004003000,+18889199995,callback,spoofed_cid,e rep. (a she) asked me to leave my name&number to get called back (I did not).  I asked HER for a number and was given 888-919-9995 (different from the number on my caller ID)  I did not call either ,2008-05-13,
+18004205598,+18552242952,sms,mentioned,Mbell Got a call from 855-224-2952 with an automated message saying my venmo credit card had some kinda fraud situation. Then also got a text saying reply,2021-08-31,
+18004272449,+18003830618,spoofed_cid,mentioned,"800-427-2449 However I suppose it could be spoofed. BofA has lots of Fraud numbers, two of which are 866-344-8899  and  800-383-0618 The general Customer Service number is:1-800-552-7302 if the card i",2015-05-17,
+18004272449,+18663448899,spoofed_cid,mentioned,"of America.  i.e., 800-427-2449 However I suppose it could be spoofed. BofA has lots of Fraud numbers, two of which are 866-344-8899  and  800-383-0618 The general Customer Service number is:1-800-552",2015-05-17,
+18004517269,+18008517269,mentioned,spoofed_cid,"sandkicker Interesting! call from 800-851-7269 [no caller id] 23 Oct 2012 Called PenFed, who transferred me to their Security department.  Security stated they did no",2012-10-23,
+18005284800,+18008249289,spoofed_cid,mentioned,ven told me to ignore or block. They are asking about a purchase for another person and when I called a different number(800-824-9289) to input my entire card number. I won't be doing that. Spammers s,2017-08-12,
+18005781697,+18209998585,callback,spoofed_cid,"Bill | 1 reply I got the same message on my voice mail. My caller ID showed that it came from 820 999 8585 for which I couldn't find any results on a google search, definitely a scam. That being said,",2016-10-28,
+18005921160,+18002627314,mentioned,spoofed_cid,Raul American Express: Please call American Express for .important matter Caller ID :18002627314 Voice Message and a number was given: 1800 592-1160 I don't have account with them and this is not the ,2017-05-08,
+18005921160,+18002667073,mentioned,spoofed_cid,entries on that number you might want to go view that too.  This is most likely a scam. https://800notes.com/Phone.aspx/1-800-266-7073,2017-11-27,
+18006066841,+18009182294,mentioned,spoofed_cid,Prissy Brandon from Haster Law Office called from 800-918-2294/caller id 952-540-4794.   Has anyone received calls from these numbers before?,2012-12-11,
+18006066841,+19525404794,mentioned,spoofed_cid,Prissy Brandon from Haster Law Office called from 800-918-2294/caller id 952-540-4794.   Has anyone received calls from these numbers before?,2012-12-11,
+18006352084,+13054792305,mentioned,spoofed_cid,"Jimmy Wendy Harmon again. This time calling on behalf of ""CIBC"". My caller ID identified the phone number (305) 479-2305 under ""NURIA TOURS""",2026-01-12,
+18007249798,+12066864586,mentioned,spoofed_cid,Dax | 1 reply Caller ID shows 206 686 4586 for Humana. Message left regarding other benefits included in my membership. Advises to call 800 724 9798.,2025-06-24,
+18007451534,+18088009209,mentioned,sms,"e if i made that zelle charge. when i responded no, i got the call from this number..for your safety the text came from 808-800-9209.  be safe and be smart..these scammer are smarter than you and i. u",2021-12-31,
+18007457354,+17262681906,callback,spoofed_cid," us.  Please return this call to 800 745 7354 .  it is important we speak to you soon.  Se habla espanol.""  Caller ID:  726 268 1906.  I called back - twice - to say they dialed the wrong number and w",2023-08-24,
+18008056642,+18002148003,sms,mentioned,Carol Skinner Received text message from this number with the same message. Also from 800 214-8003,2025-09-27,
+18008722625,+19134905130,mentioned,spoofed_cid,"Customer 913-490-5130 (on caller ID) calls and says to call 800-872-2625, from US Bank and wants to know if the last 4 digits of my Checking ",2017-06-02,
+18008922253,+12074344841,spoofed_cid,mentioned,"oking to lower my tv rates if I had Spectrum, AT&T, or Direct TV.  That call showed Jonesboro ME with a phone number of 207-434-4841.  Four minutes later I got a call from Lisa at Spectrum although th",2021-06-14,
+18009505114,+18882859696,spoofed_cid,mentioned,Services 7-5-2017.  I did not answer but checked here.  Many say it is from Citicards.  I called Citicards fraud number (888-285-9696 and was told that the 800-950-5114 has been marked as a spoofed nu,2017-07-05,
+18009735095,+16147582360,callback,spoofed_cid,d actually left message.  Left her name and wanted me to call back to 800-973-5095 The phone number on my caller ID was 614-758-2360,2020-05-05,
+18009865706,+12126267836,callback,spoofed_cid,"DDCh I received a scam call from (caller ID showing CITIBANK 1-212-626-7836) saying urgent, and to call 1-800-986-5706.  Watch out! Don't bother to call back, as reported by others already.",2017-10-06,
+18009971468,+18006337004,spoofed_cid,mentioned,GK Chinese scam pretending to be Bank of America; the same scam also this number: 800-633-7004 and various numbers with local area codes.,2019-09-05,
+18012149297,+15168885181,spoofed_cid,mentioned,"lls Caller ID said Peru, NY with phone # 801-214-9297. Went to block number from phone service provider log & it said — 516-888-5181 which was originally blocked as coming from Manhasset, NY. This was",2018-04-04,
+18012149297,+19284150335,spoofed_cid,mentioned,"l-ish, only to realize, too late, that the call was really out of Utah and the local number was spoofed (Caller ID gave 928 415 0335 and also had 8012149297 -- no spaces). Personable man introduced hi",2014-01-16,
+18012149297,+19513299855,mentioned,spoofed_cid,"Jake S. Called Thursday evening at 8:39,  Called from local number 9513299855, and as with the other reports the caller ID is 8012149297. This was the 9th call I've received from them, 9th time the",2020-10-09,
+18014388471,+18014388461,spoofed_cid,mentioned,"Alice (801)438-8461 is a SCAM pretending to be from Comenity, NY & CO and Halsted Collection Agency. They call constantly and never leave m",2025-05-20,
+18016051816,+18008291040,spoofed_cid,mentioned,week since Dec 2016. The lady claimed to Michelle Ferris that I was being audited.  I was able to reach IRS directly at 800-829-1040. They told me this was an impersonator using an actual IRS employee,2017-03-06,
+18035026700,+18035026732,mentioned,spoofed_cid,"Package4Me? I received a phone message today from 803-502-6732, which shows on my caller ID to be from Aiken SC. The woman said she works for UPS, had a shipment to me On Hold, and n",2013-05-24,
+18042942184,+18042944471,mentioned,spoofed_cid,"Person with Phone 804-294-4471 called with no vm. Caller ID is listed as King and Queen Court House, VA. Google search shows that K&Q has warned citiz",2020-06-29,
+18043083529,+18046303529,spoofed_cid,mentioned,Suzanne 804-630-3529 tells me they are a Federal agent and they have an asset l need to claim before the statue of limitations runs out.,2025-04-25,
+18045408221,+13125396476,mentioned,sms,"g + 15–20 days paid vacation annually Currently, we have 20 openings. If you’re interested and 25 or older, please text 3125396476 for details.",2025-11-14,
+18052368813,+18063368813,sms,mentioned,"Jeri Jones I received a text saying had $874.74 charged to my apple card. If mot me, call 806-336-8813",2025-05-16,
+18066078356,+18004972175,mentioned,sms, name (3/4) to check in] Conf: 50902276 Itin: H6213453 Check In: Feb 12 (3pm-anytime) Check Out: Feb 13 (11am) Support: +1-800-497-2175 STATUS: (4/4) CONFIRMED Text STOP to cancel these msgs,2023-02-12,
+18133473764,+14407542493,mentioned,sms,"ed the same text, asking me to email them at e.brannon9710@gmail.com, to help them order MK products.  They texted from 440-754-2493.",2021-03-12,
+18138220455,+18132060455,spoofed_cid,mentioned,Nancy Number 813-206-0455 came up on phone as AT&T from Florida. I have nothing to do with them. When I checked it out it was healthcare. Blocked,2025-10-27,
+18138631961,+17276454890,mentioned,spoofed_cid,"SM | 1 reply Got the same call today!  Caller ID lists New Port Ric FL  727-645-4890... Rather alarming message, though....",2010-12-01,
+18138631961,+18638132834,mentioned,spoofed_cid,or something. Only thing I saw that was wierd was the phone number that came in had two extra numbers on the caller ID. 863-813-283412 Wierd. Guess it must be a VOIP thing dunno.,2012-04-25,
+18139239583,+14453164978,spoofed_cid,mentioned," you are almost complete with the process, blah, blah, blah.  Use spoofed numbers like 813-923-9583; or 445-317-6256 or 445-316-4978 to mask who they are.",2025-09-16,
+18139456297,+15802827993,mentioned,sms,s This is C.R. SERVICES contacting you for your account within our office. Please call immediately regarding CVR9497 at 5802827993. Thank You Text STOP to opt out,2025-10-10,
+18143478650,+17242041805,spoofed_cid,mentioned,"nswer. No message left. Caller id said ""PA STATE VPA"" . Received a call yesterday from PA STATE VPA, but the number was 724-204-1805. I did not answer that call either and they did not leave a message",2019-03-02,
+18156306969,+19465671413,spoofed_cid,mentioned,rs are spoofed. TOTAL SCAM This person used 3 numbers in this text: 617-785-1340 815-630-6969 (guy’s number stolen) +63 946 567 1413 (Phillippines) THEY ARE ALL FAKE GIVE ZERO PERSONAL INFO,2025-06-20,
+18156306969,+16177851340,spoofed_cid,sms,ng agency. Offered me a job but I realized the numbers are spoofed. TOTAL SCAM This person used 3 numbers in this text: 617-785-1340 815-630-6969 (guy’s number stolen) +63 946 567 1413 (Phillippines) ,2025-06-20,
+18163208353,+18163208554,mentioned,sms,Mitzi Also using number 1-816-320-8554. Left a text about a government program to help pay utility bills.,2024-09-11,
+18312650263,+18312650260,spoofed_cid,mentioned,h same pre recorded voicemail if I fail to contact  in timely matter I would be summoned to appear before DA again from 1-831-265-0260 different number from a call from them two days ago caller ID sai,2020-01-11,
+18312650263,+18312650258,callback,spoofed_cid,Kam Got a voicemail today from 1-831-265-0258 caller ID said United States. The voicemail asked me to call them back in a timely matter saying something about a summ,2020-01-08,
+18324305200,+18324480728,mentioned,sms,"give you a ballpark figure on your home in five minutes at no cost to you. You can give me a call or shoot me a text at 832-448-0728. Thanks so much, bye-bye.""",2025-12-09,
+18326136443,+18322373713,mentioned,sms,"onymousOne ""Allison"", who claims to be a local property investor, gave this number as a call/text back. She called from 832-237-3713.",2025-08-27,
+18326136443,+12816979414,mentioned,sms,"TheAnonymousOne ""Allison"" called again with the same VM and call/text back number, but the VM was from 281-697-9414. I had gotten a call from 832-237-9013 before the VM was left.",2025-10-03,
+18332396744,+19883712004,mentioned,sms,Susan | 1 reply My welcomes me to Kenneth Hooper via Square- Link provided is https://squareup.com/r/rc8cd2aa9b20448e9883712004b4e1643?sms=1,2025-08-16,
+18333410269,+13012022221,spoofed_cid,mentioned,"ngton, DC"" calling about a ""critical file"" and that ""time was of the essence"" that I return the call at 833 341-0269 or 301 202-2221. Obvious scam for some sort of Government impersonation, like fake ",2025-12-02,
+18333560906,+18669919195,mentioned,spoofed_cid,"bw02 interestingly, their caller id does in fact shows HighRight: 866-991-9195, however, they ask to return the call with a different number 833-356-0906.  sure it can legit, but this does not help ",2026-02-10,
+18334024710,+12095934001,mentioned,sms,Joseph Tanniehill | 5 replies They texted from a 209-593-4001 number at 11:14 am This is Paige Feldman reaching out to in reference to pending case #POG2429855. If you have any ques,2025-04-14,
+18334313790,+17377581422,mentioned,spoofed_cid, go over the details of what is being presented. Please give me a call at 833-431-3790. The caller ID for this call was 737-758-1422 I have had a serious uptick in these types of calls ever since my i,2024-06-25,
+18335733136,+18334013626,sms,mentioned,erent numbers but same text message only from a Laura Berg. Number that sent it was 208-398-6716 and number to call was 833-401-3626.,2025-04-08,
+18335733136,+12083986716,sms,mentioned,RSteph Different numbers but same text message only from a Laura Berg. Number that sent it was 208-398-6716 and number to call was 833-401-3626.,2025-04-08,
+18335733136,+12095934001,mentioned,sms,"Bobby | 1 reply Same as everyone else, original text came from (209)-593-4001. I called to ask for information about their company and was hung up on.",2025-03-19,
+18335883794,+14706232561,spoofed_cid,mentioned, states. Calls have come from the following spoofed numbers (so far): Florida (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-,2025-11-10,
+18335883794,+18572799568,spoofed_cid,mentioned,"llowing spoofed numbers (so far): Florida (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-",2025-11-10,
